Shot Number,Club Name,Club Type,Shot Created Date,Ball Speed (mph),Push/Pull (deg L-/R+),Launch Angle (deg),Back Spin (rpm),Side Spin (rpm L-/R+),Total Spin (rpm),Carry (yds),Total Distance (yds),Offline (yds L-/R+),Peak Height (yds),Descent Angle (deg),Club Speed (mph),Club Speed at Impact Location (mph),Efficiency,Angle of Attack (deg),Club Path (deg out-in-/in-out+),Face to Target (deg closed-/open+),Lie (deg toe down-/toe up+),Loft (deg),Face Impact Horizontal (mm toe-/heel+),Face Impact Vertical (mm low-/high+),Closure Rate (deg/sec)
29,PW,Wedge,02/19/2025 03:44:54,85.0,1.3,26.3,7839,54,7839,106.1,113.9,3.1,23.4,47.3,76.7,76.1,1.12,-2.8,4.0,1.0,1.9,40.9,9,-19,2208.1
30,PW,Wedge,02/19/2025 03:45:15,89.5,1.5,28.3,7784,-285,7789,109.9,118.1,1.3,27.2,50.0,78.1,78.3,1.13,-2.2,4.0,0.1,0.6,40.7,11,-15,2553.0
31,9i,Iron,02/19/2025 03:45:51,98.4,1.5,26.4,6277,-527,6299,128.2,138.3,-1.8,31.0,50.0,77.3,76.1,1.27,-1.8,3.9,-2.4,2.3,35.2,6,-9,2617.8
32,9i,Iron,02/19/2025 03:46:12,98.4,3.2,27.4,6367,-590,6394,126.6,136.5,1.6,31.9,50.8,76.6,76.1,1.27,-0.2,5.4,-2.8,1.5,41.1,0,-9,2192.7
33,9i,Iron,02/19/2025 03:46:34,91.7,1.1,24.0,6699,58,6699,117.9,127.1,3.0,24.2,46.0,78.5,76.1,1.17,-2.7,3.3,-0.1,0.1,34.1,15,-18,2860.0
34,9i,Iron,02/19/2025 03:46:53,100.7,0.5,25.2,6630,-720,6669,132.6,142.7,-6.6,31.6,50.0,78.5,78.3,1.29,-2.2,3.3,-2.9,1.2,34.9,-2,-9,2709.7
35,9i,Iron,02/19/2025 03:47:13,96.2,1.2,26.3,6464,-270,6470,123.5,133.6,0.2,29.0,49.2,77.1,76.1,1.23,-2.2,2.8,-0.9,0.9,34.9,13,-8,2219.6
36,9i,Iron,02/19/2025 03:47:34,96.2,1.7,27.4,6350,-343,6359,124.2,134.2,0.6,30.8,50.3,76.2,76.1,1.26,-0.9,3.4,-2.0,1.1,37.1,6,-10,2087.2
37,9i,Iron,02/19/2025 03:48:16,98.4,1.0,26.1,6850,-239,6854,126.7,136.5,0.2,30.6,50.0,77.3,78.3,1.26,-1.7,3.2,-0.2,1.4,35.7,-1,-14,2405.5
38,9i,Iron,02/19/2025 03:48:37,94.0,-1.6,19.0,5330,-560,5359,122.0,134.1,-9.7,18.8,38.9,78.5,76.1,1.19,-0.5,4.2,-3.4,1.6,32.1,14,-24,2566.5
39,9i,Iron,02/19/2025 03:48:49,85.0,19.3,12.4,4009,4794,6249,78.1,83.3,43.0,5.9,20.7,80.0,78.3,1.07,-1.5,4.1,0.7,2.9,35.6,26,-22,2106.4
40,9i,Iron,02/19/2025 03:49:18,94.0,-0.6,24.1,6064,-960,6140,123.4,134.3,-11.1,25.6,46.5,77.6,76.1,1.22,-1.9,4.9,-2.3,2.2,31.4,15,-15,2492.8
41,9i,Iron,02/19/2025 03:49:48,96.2,2.0,26.6,6366,-222,6370,124.9,135.0,2.7,29.9,49.6,79.0,78.3,1.21,-2.0,3.6,1.4,1.0,35.2,17,-10,2511.2
42,9i,Iron,02/19/2025 03:50:09,96.2,1.4,26.0,6461,-225,6465,125.0,135.2,1.0,29.2,49.2,79.5,78.3,1.21,-1.9,3.9,0.6,2.4,34.2,16,-14,2406.1
43,9i,Iron,02/19/2025 03:50:29,96.2,-1.0,25.0,5970,-977,6049,126.0,136.6,-12.7,27.7,47.9,76.2,78.3,1.26,-1.4,2.5,-6.9,0.8,36.0,-12,-3,2279.6
44,9i,Iron,02/19/2025 03:50:50,100.7,0.0,25.7,6657,-711,6695,130.7,140.7,-7.5,31.6,50.2,78.6,78.3,1.27,-1.4,3.9,-1.0,2.3,35.6,3,-12,1969.6
45,9i,Iron,02/19/2025 03:51:13,98.4,0.3,25.6,6942,-193,6945,128.6,138.3,-1.2,30.8,49.9,79.2,78.3,1.25,-2.5,2.4,0.0,1.5,34.4,4,-13,2082.5
46,9i,Iron,02/19/2025 03:51:30,82.8,13.4,18.2,5677,3990,6939,93.4,101.9,43.5,11.8,33.1,78.4,78.3,1.06,-1.9,3.0,2.8,2.7,37.5,24,-23,2104.0
47,9i,Iron,02/19/2025 03:51:47,96.2,1.1,25.1,6621,-497,6640,124.7,134.7,-2.2,28.1,48.4,77.2,76.1,1.24,-1.8,4.6,0.0,1.6,33.7,11,-15,2348.8
48,9i,Iron,02/19/2025 03:52:08,98.4,1.2,26.0,6285,-605,6314,127.6,138.0,-3.5,30.1,49.5,77.2,78.3,1.26,-1.6,3.6,-2.4,1.0,37.4,0,-8,2138.5
49,9i,Iron,02/19/2025 03:52:38,98.4,3.4,25.3,7145,-462,7160,128.3,137.9,3.8,30.5,49.8,78.6,80.5,1.26,-2.2,5.4,1.6,1.5,34.8,-6,-14,2412.9
50,9i,Iron,02/19/2025 03:52:58,94.0,-1.2,23.1,6071,-584,6099,121.4,131.6,-8.4,23.8,44.7,78.4,76.1,1.19,-1.8,3.8,-2.7,1.5,32.0,13,-19,2473.2
51,9i,Iron,02/19/2025 03:53:18,96.2,1.8,26.3,7043,159,7045,123.3,132.7,5.7,29.7,49.8,79.9,78.3,1.2,-1.7,3.6,2.2,1.6,36.1,11,-16,2188.9
52,Dr,Driver,02/19/2025 03:54:18,136.5,3.6,13.6,2299,-800,2434,220.1,241.6,-21.2,26.6,35.9,93.2,94.0,1.46,5.7,4.8,0.7,6.8,19.6,-8,-3,1857.7
53,Dr,Driver,02/19/2025 03:54:41,136.5,2.3,16.9,2336,-122,2339,228.7,250.6,4.0,35.6,41.6,94.1,94.0,1.44,5.0,3.7,3.0,4.4,21.8,0,7,1822.9
54,Dr,Driver,02/19/2025 03:55:07,136.5,0.4,16.7,2247,-98,2249,234.0,255.8,-3.4,35.6,41.1,95.7,96.2,1.43,4.8,1.9,1.2,5.7,20.4,0,8,1869.2
55,Dr,Driver,02/19/2025 03:55:32,136.5,-2.4,13.0,2904,177,2909,217.3,236.3,-2.9,28.5,38.7,95.6,94.0,1.42,4.4,2.2,0.4,7.1,20.7,16,-7,1858.7
56,Dr,Driver,02/19/2025 03:55:57,136.5,-3.6,14.5,2127,-561,2200,224.3,246.8,-43.5,28.1,36.3,94.9,94.0,1.43,5.8,2.8,-1.6,6.2,19.8,11,3,1880.1
57,Dr,Driver,02/19/2025 03:56:20,136.5,3.3,15.6,3209,-179,3214,217.4,235.8,6.7,35.5,43.9,94.4,94.0,1.44,7.3,4.9,3.1,6.5,23.8,-1,-11,1744.1
58,Dr,Driver,02/19/2025 03:56:45,134.2,0.4,17.1,2377,-241,2389,224.2,245.6,-10.0,35.0,41.7,93.9,94.0,1.42,5.3,3.2,1.6,5.2,21.3,4,7,1803.0
59,Dr,Driver,02/19/2025 03:57:23,134.2,0.7,16.8,2773,-87,2774,220.2,239.9,-0.7,36.3,43.4,94.4,94.0,1.42,6.7,4.5,3.0,6.7,22.8,12,-1,1867.9
60,Dr,Driver,02/19/2025 03:57:51,134.2,2.9,19.9,2944,174,2949,215.8,233.9,19.0,42.8,47.4,96.6,96.2,1.38,5.5,4.0,4.8,5.1,23.5,9,11,1564.4
61,Dr,Driver,02/19/2025 03:58:19,132.0,-3.3,12.8,1996,-564,2074,209.4,233.5,-39.1,21.7,31.1,94.6,94.0,1.39,5.5,5.3,0.0,6.2,17.9,19,3,1941.5
62,Dr,Driver,02/19/2025 03:58:41,134.2,2.0,17.9,1880,-876,2074,225.0,248.4,-38.0,33.3,39.8,96.4,96.2,1.4,5.5,4.7,0.6,6.4,20.1,-3,15,1846.5
63,Dr,Driver,02/19/2025 03:59:34,134.2,0.5,15.2,1952,-589,2039,224.9,248.1,-28.7,28.4,36.1,95.6,94.0,1.41,4.1,4.5,1.0,6.3,18.2,3,13,1900.3
64,Dr,Driver,02/19/2025 03:59:54,116.3,-2.9,15.6,1279,-567,1399,176.5,204.2,-35.2,17.6,27.2,87.8,85.0,1.32,12.1,8.8,0.7,7.1,21.1,33,-3,2257.8
65,Dr,Driver,02/19/2025 04:00:27,138.7,4.5,16.6,3333,87,3334,221.4,239.2,22.5,39.7,45.8,96.1,96.2,1.44,5.6,4.8,4.8,6.7,23.6,3,-5,1785.8
66,Dr,Driver,02/19/2025 04:00:50,136.5,-2.4,15.7,2206,-357,2235,230.0,252.6,-29.4,32.3,39.2,96.1,94.0,1.42,6.1,3.7,0.1,6.1,21.4,12,5,1773.2
67,Dr,Driver,02/19/2025 04:01:11,125.3,0.5,19.4,1632,-1321,2100,195.6,215.3,-52.5,28.2,38.1,89.6,89.5,1.4,7.5,5.6,-0.4,4.7,18.2,0,20,2333.5
68,Dr,Driver,02/19/2025 04:01:33,132.0,-0.2,14.4,3202,553,3249,207.3,226.1,18.8,30.3,41.1,96.4,94.0,1.37,4.0,4.7,3.8,6.4,22.5,23,-4,1864.6
69,Dr,Driver,02/19/2025 04:02:04,140.9,6.0,17.0,2822,113,2824,231.1,250.3,31.6,40.2,45.1,97.6,98.4,1.43,4.6,3.9,4.8,5.7,22.4,-7,3,1775.2
70,Dr,Driver,02/19/2025 04:02:35,138.7,-4.0,12.2,2233,-835,2384,219.5,242.3,-54.3,23.7,33.2,95.8,96.2,1.44,6.5,3.2,-2.7,8.0,18.9,9,-6,1892.2
71,Dr,Driver,02/19/2025 04:02:55,129.7,1.0,18.7,1351,-837,1589,214.1,240.4,-42.6,28.5,35.4,93.8,94.0,1.38,5.6,3.9,-2.0,5.1,16.6,-16,22,1684.0
72,8i,Iron,02/19/2025 04:24:37,100.7,3.1,24.3,5774,-70,5774,135.7,147.0,7.3,30.3,48.5,77.7,78.3,1.3,-0.2,4.8,3.1,2.9,32.4,7,-9,1609.9
73,8i,Iron,02/19/2025 04:24:57,102.9,0.3,22.9,4977,-726,5030,140.9,153.7,-9.9,28.9,46.4,76.7,76.1,1.33,-0.6,1.7,-7.9,2.7,30.4,9,-4,2640.9
74,8i,Iron,02/19/2025 04:25:16,102.9,0.4,21.8,5545,-1249,5684,138.4,149.5,-14.9,27.4,46.1,72.7,78.3,1.41,-1.5,-2.7,-18.7,2.9,29.0,-46,-5,2941.1
75,8i,Iron,02/19/2025 04:25:33,100.7,4.8,23.2,6145,225,6149,133.0,143.9,14.9,28.2,47.1,77.4,80.5,1.29,-2.3,2.0,-4.9,1.7,32.9,-23,0,3432.0
76,8i,Iron,02/19/2025 04:25:50,107.4,0.5,22.2,5794,-639,5829,145.5,156.9,-7.5,31.0,47.8,79.3,80.5,1.34,-1.7,2.5,-5.8,2.3,29.7,-5,-7,3071.5
77,8i,Iron,02/19/2025 04:26:09,102.9,2.3,22.6,4997,-791,5059,139.7,152.5,-5.0,28.1,46.3,75.0,76.1,1.36,-0.9,1.2,-11.7,3.7,33.2,-14,1,2922.1
78,8i,Iron,02/19/2025 04:26:30,102.9,2.8,21.7,6204,54,6204,138.0,148.3,8.1,28.1,46.8,80.1,80.5,1.28,-1.8,3.9,1.0,0.5,30.9,-3,-13,2602.0
79,8i,Iron,02/19/2025 04:26:48,107.4,1.0,20.7,5825,-632,5859,145.4,157.2,-6.0,28.8,46.5,78.0,80.5,1.37,-2.1,1.9,-8.6,1.5,29.3,-13,-11,3436.1
80,8i,Iron,02/19/2025 04:27:08,109.6,0.6,22.5,5975,-596,6005,148.2,159.5,-6.6,33.0,49.1,81.0,80.5,1.34,-1.7,2.3,-4.3,1.9,30.3,-2,-6,2374.1
81,8i,Iron,02/19/2025 04:27:31,107.4,2.0,23.4,5712,-379,5725,145.1,156.6,0.1,32.6,49.0,79.9,80.5,1.33,-1.0,1.8,-4.0,1.5,31.5,3,-8,2502.5
82,8i,Iron,02/19/2025 04:27:58,100.7,0.6,22.2,5157,-660,5199,139.1,150.6,-7.4,27.6,46.0,77.6,80.5,1.31,-1.6,0.4,-9.9,2.2,32.8,-17,2,2716.4
83,8i,Iron,02/19/2025 04:28:16,100.7,4.1,26.0,6570,678,6605,133.1,142.5,17.7,32.9,50.7,81.3,80.5,1.25,-1.1,2.2,3.7,1.7,36.8,13,-7,1779.9
84,8i,Iron,02/19/2025 04:28:35,107.4,0.9,21.9,6024,-347,6034,144.9,156.3,-2.3,30.7,47.9,79.2,80.5,1.35,-3.0,-0.4,-7.9,1.8,30.4,-5,-4,2935.8
85,8i,Iron,02/19/2025 04:28:55,98.4,3.2,19.9,5655,474,5675,133.1,144.7,13.9,23.2,43.0,82.2,82.8,1.21,-1.1,5.4,3.9,1.9,32.8,13,-19,2519.8
86,8i,Iron,02/19/2025 04:29:11,107.4,-0.3,22.0,5468,-1003,5559,146.6,158.7,-15.3,30.6,47.6,78.8,78.3,1.36,-1.1,2.5,-7.8,1.8,29.3,-2,-6,2887.7
87,8i,Iron,02/19/2025 04:29:33,105.1,2.3,23.4,6021,-210,6025,143.4,154.6,3.7,32.5,49.2,80.6,80.5,1.31,-1.1,3.3,-0.8,1.2,31.9,-6,-7,2587.0
88,8i,Iron,02/19/2025 04:29:52,107.4,2.3,23.5,6269,-10,6269,144.2,155.1,6.2,33.4,49.5,82.4,82.8,1.3,-1.5,3.4,1.5,1.9,32.2,-1,-8,2224.9
89,8i,Iron,02/19/2025 04:30:15,102.9,-2.1,21.8,4962,-1063,5075,143.1,156.1,-21.5,28.1,46.0,78.2,80.5,1.33,-0.8,-1.0,-13.2,3.3,35.0,-18,1,2156.8
90,8i,Iron,02/19/2025 04:30:33,100.7,2.0,23.9,5189,-326,5199,135.9,147.9,1.0,28.8,47.2,76.3,76.1,1.31,-0.4,0.5,-9.5,3.4,39.6,-6,-1,1494.1
91,8i,Iron,02/19/2025 04:30:56,102.9,0.1,20.7,5312,-708,5359,140.4,152.8,-9.3,26.2,44.8,79.0,78.3,1.3,-1.3,2.7,-6.8,1.8,29.3,5,-13,2708.2
92,7i,Iron,02/19/2025 04:31:36,109.6,-0.4,19.3,5183,-830,5249,153.0,165.5,-14.3,28.3,45.2,79.5,82.8,1.38,-0.5,2.1,-6.5,1.9,26.4,-19,-10,2894.3
93,7i,Iron,02/19/2025 04:31:53,109.6,0.5,21.2,4653,-820,4725,156.0,169.7,-13.4,31.2,46.7,79.2,78.3,1.39,0.4,2.8,-4.4,1.3,28.6,1,-7,2193.3
94,7i,Iron,02/19/2025 04:32:14,111.8,-0.8,21.2,5273,-666,5315,154.6,167.3,-13.2,31.9,47.7,81.8,82.8,1.35,-0.6,1.7,-3.9,1.4,29.0,-8,-6,2309.8
95,7i,Iron,02/19/2025 04:32:39,107.4,1.2,15.0,4859,-33,4859,145.9,157.5,2.8,19.9,37.8,81.8,82.8,1.3,-1.0,4.0,0.1,2.1,27.6,-1,-22,2418.4
96,7i,Iron,02/19/2025 04:33:01,109.6,1.3,21.3,5206,-373,5219,153.0,165.6,-2.1,31.4,47.4,80.3,82.8,1.36,-0.1,2.5,-4.1,1.2,30.6,-14,-8,2443.7
97,7i,Iron,02/19/2025 04:33:22,111.8,1.1,20.1,4544,-646,4590,159.0,173.0,-8.8,30.3,45.7,81.3,82.8,1.37,-0.4,3.5,-3.7,1.6,30.5,-2,-5,2379.2
98,7i,Iron,02/19/2025 04:33:42,111.8,-0.1,18.6,4824,-885,4905,158.7,172.4,-16.2,28.5,44.6,80.5,82.8,1.4,-1.6,2.7,-5.0,0.9,25.9,-8,-8,2786.5
99,7i,Iron,02/19/2025 04:34:02,109.6,1.8,20.0,5648,138,5650,151.8,164.1,7.2,29.8,46.6,82.9,82.8,1.32,-1.9,2.8,0.1,2.6,28.2,0,-14,2632.6
100,7i,Iron,02/19/2025 04:34:22,107.4,-1.4,18.1,5000,-499,5025,148.1,161.0,-11.6,24.7,42.5,81.6,82.8,1.31,-0.8,2.6,-3.3,1.3,27.3,1,-18,2262.0
101,7i,Iron,02/19/2025 04:34:44,109.6,0.2,19.7,4929,-448,4949,155.9,169.2,-7.1,29.4,45.3,79.7,80.5,1.39,-1.3,1.7,-3.8,1.1,28.1,-11,-5,1744.2
102,7i,Iron,02/19/2025 04:35:06,109.6,-1.2,19.0,4802,-1091,4924,154.5,168.4,-22.2,27.6,44.4,79.4,80.5,1.39,-0.6,2.3,-6.0,1.6,25.8,-13,-6,2358.8
103,7i,Iron,02/19/2025 04:35:25,109.6,0.8,21.7,5223,-346,5234,153.5,166.3,-3.3,32.3,47.9,81.6,80.5,1.35,-0.3,2.9,0.6,1.1,28.9,8,-9,2085.6
104,7i,Iron,02/19/2025 04:35:46,100.7,2.0,17.9,4904,239,4910,137.0,149.7,8.6,21.0,39.9,79.6,78.3,1.26,-0.2,4.6,3.1,1.0,28.9,11,-20,1997.5
105,7i,Iron,02/19/2025 04:36:12,109.6,0.3,20.8,5516,-202,5520,151.5,163.7,-2.4,30.6,47.1,80.6,80.5,1.36,-1.7,1.7,-2.8,1.0,28.1,-2,-11,2861.7
106,7i,Iron,02/19/2025 04:36:34,111.8,0.3,19.9,5150,-595,5184,155.7,168.8,-9.2,30.1,46.2,81.2,82.8,1.37,-1.0,3.1,-3.2,1.8,27.1,-3,-12,2625.1
107,7i,Iron,02/19/2025 04:36:55,111.8,2.9,20.7,5409,-9,5409,154.7,167.3,8.5,31.5,47.4,81.1,82.8,1.37,-0.9,3.8,3.1,1.5,28.7,-6,-9,1768.2
108,7i,Iron,02/19/2025 04:37:16,111.8,2.6,21.7,5599,0,5599,153.6,165.6,7.8,33.1,48.3,83.1,82.8,1.33,-0.6,3.7,2.1,1.5,29.7,6,-12,2239.3
109,7i,Iron,02/19/2025 04:37:39,109.6,0.7,19.5,5095,-445,5114,154.5,167.6,-5.3,28.9,45.4,82.2,82.8,1.34,-1.9,2.8,-1.8,1.4,26.9,-13,-5,2557.5
110,7i,Iron,02/19/2025 04:37:59,111.8,-0.6,18.5,5113,-764,5170,155.1,168.1,-14.5,27.7,44.5,80.7,82.8,1.37,-1.5,2.4,-4.8,1.0,26.0,-9,-12,2905.4
111,7i,Iron,02/19/2025 04:38:19,107.4,1.3,20.1,5867,379,5879,148.1,159.7,8.9,28.9,46.4,82.7,82.8,1.31,-2.0,2.1,1.9,2.0,28.6,6,-15,2181.5
1,PW,Wedge,04/04/2025 16:31:34,80.5,-0.3,26.9,5734,-421,5749,100.1,109.8,324.4,20.7,45.1,74.0,76.1,1.1,-3.3,1.4,-3.1,2.8,41.3,-14,5,1883.3
2,PW,Wedge,04/04/2025 16:31:54,89.5,1.5,28.3,7917,-345,7925,109.9,117.9,0.8,27.6,50.4,76.9,78.3,1.16,-4.0,2.9,-0.2,1.7,40.2,-8,-6,2016.6
3,PW,Wedge,04/04/2025 16:32:22,91.7,-0.6,26.5,7725,-472,7739,115.3,123.3,-4.8,27.5,49.4,77.3,78.3,1.19,-4.8,1.4,-2.4,-0.3,38.4,0,-11,2248.2
4,PW,Wedge,04/04/2025 16:32:45,89.5,3.7,28.1,8857,557,8874,108.0,114.7,11.0,27.3,50.6,79.3,80.5,1.12,-4.3,3.1,3.9,2.1,41.5,2,-14,2338.8
5,PW,Wedge,04/04/2025 16:33:05,89.5,1.7,26.6,8404,-117,8405,110.9,118.1,2.8,26.2,48.9,77.6,78.3,1.15,-3.9,3.2,0.5,0.3,40.0,-10,-15,2029.9
6,PW,Wedge,04/04/2025 16:33:28,87.2,1.6,27.1,7369,-399,7380,109.1,117.7,0.6,25.3,48.6,77.2,78.3,1.14,-4.5,2.8,-1.0,0.9,40.3,-14,-1,2097.5
7,9i,Iron,04/04/2025 16:34:25,91.7,3.1,25.9,6997,183,6999,115.5,124.0,8.3,26.1,48.2,79.8,82.8,1.14,-2.8,2.8,1.6,0.9,38.5,-23,-6,1958.2
8,9i,Iron,04/04/2025 16:34:46,96.2,1.4,25.1,6667,-314,6674,126.4,136.3,0.4,29.1,49.0,79.0,80.5,1.23,-3.1,2.9,0.2,0.2,35.2,-14,-9,2318.0
9,9i,Iron,04/04/2025 16:35:09,98.4,2.3,26.1,6895,240,6899,127.2,136.6,8.0,31.2,50.5,79.5,80.5,1.24,-3.7,1.7,2.8,0.0,36.6,-1,-12,2253.7
10,9i,Iron,04/04/2025 16:35:33,98.4,2.4,25.2,7259,482,7275,128.2,137.5,10.6,30.8,50.1,80.7,80.5,1.23,-4.5,2.1,4.4,0.4,35.6,7,-12,2022.3
11,9i,Iron,04/04/2025 16:35:57,98.4,2.4,24.6,6704,-93,6705,129.4,139.4,5.0,29.7,49.2,80.8,82.8,1.23,-4.2,3.1,1.6,0.7,34.6,-10,-6,2229.2
12,9i,Iron,04/04/2025 16:36:17,100.7,1.4,24.0,6776,-331,6784,131.5,141.2,0.1,29.8,48.7,79.7,80.5,1.26,-3.8,3.4,1.6,-1.1,32.7,0,-12,2382.0
13,9i,Iron,04/04/2025 16:36:38,96.2,2.2,22.8,7531,658,7560,123.1,131.8,10.9,25.7,47.0,80.1,80.5,1.2,-5.9,1.6,3.4,1.3,35.1,0,-20,2141.8
14,9i,Iron,04/04/2025 16:37:00,94.0,0.6,22.4,5859,-61,5859,121.5,132.0,0.9,23.0,44.2,79.5,80.5,1.17,-5.0,1.7,0.0,-0.2,33.7,-11,2,2014.8
15,9i,Iron,04/04/2025 16:37:23,94.0,0.9,22.1,6996,219,6999,122.7,131.9,4.0,24.1,45.5,79.9,80.5,1.19,-4.9,2.2,1.4,1.6,34.3,7,-21,2233.5
16,9i,Iron,04/04/2025 16:38:56,96.2,1.8,24.6,7727,1168,7815,121.8,130.1,13.9,27.7,48.9,80.6,80.5,1.19,-5.7,0.0,3.6,1.5,36.5,4,-17,2330.9
17,9i,Iron,04/04/2025 16:39:13,94.0,0.7,21.0,7448,875,7499,121.6,130.6,9.0,22.8,44.6,79.9,80.5,1.19,-5.8,-0.2,1.8,1.2,34.0,-2,-22,2288.0
18,8i,Iron,04/04/2025 16:39:48,107.4,-1.6,20.8,5241,-717,5290,146.4,158.6,-15.2,28.6,46.2,80.3,80.5,1.32,-3.2,1.3,-3.0,-0.8,29.1,-1,-7,2186.3
19,8i,Iron,04/04/2025 16:40:08,107.4,-1.3,21.2,5694,-488,5715,147.1,158.7,-10.6,30.2,47.4,80.5,80.5,1.34,-3.0,2.0,-1.3,0.4,29.1,-3,-13,2048.5
20,8i,Iron,04/04/2025 16:40:38,96.2,-0.7,18.1,4500,-560,4535,127.8,141.1,-9.1,18.7,38.1,79.7,78.3,1.2,-4.3,1.8,-2.8,-0.3,30.2,5,2,2592.4
21,8i,Iron,04/04/2025 16:41:02,102.9,3.5,21.6,6071,403,6084,139.7,151.0,14.6,28.7,47.1,81.2,82.8,1.28,-4.6,1.8,3.8,0.2,30.4,-6,-7,2079.9
22,8i,Iron,04/04/2025 16:41:21,105.1,-0.5,17.9,5716,-309,5724,142.5,153.8,-5.5,24.0,42.9,81.6,82.8,1.29,-5.0,2.1,-0.6,0.9,26.7,4,-20,2171.3
23,8i,Iron,04/04/2025 16:41:43,105.1,0.7,19.6,6035,-221,6039,141.2,152.0,-1.0,26.3,45.2,80.2,80.5,1.3,-3.9,2.8,0.6,1.2,29.0,0,-19,2038.0
24,8i,Iron,04/04/2025 16:42:10,107.4,1.9,19.7,6621,335,6629,143.1,153.8,9.4,28.0,46.5,82.0,82.8,1.3,-5.1,1.1,2.5,0.5,28.8,-8,-16,2065.0
25,6i,Iron,04/04/2025 16:43:04,109.6,-0.3,17.5,4068,-506,4099,154.7,169.2,-10.5,24.2,40.9,84.5,87.2,1.28,-2.2,1.6,-0.5,0.6,23.0,-20,-3,2264.7
26,6i,Iron,04/04/2025 16:43:25,114.1,2.9,18.2,4433,481,4459,164.1,178.7,18.8,28.9,44.4,81.9,80.5,1.39,-3.1,2.3,3.9,-0.8,22.4,7,-10,2165.3
27,6i,Iron,04/04/2025 16:43:43,116.3,-1.5,16.4,3873,-455,3900,172.4,187.2,-15.9,27.2,41.9,82.7,82.8,1.42,-2.8,1.0,-2.2,-0.5,20.6,9,-7,2209.6
28,6i,Iron,04/04/2025 16:44:04,111.8,0.3,17.1,5074,461,5095,156.9,169.3,8.8,26.4,43.4,82.7,82.8,1.35,-3.5,0.3,0.8,1.5,23.3,-2,-17,2410.0
29,6i,Iron,04/04/2025 16:44:31,116.3,5.0,18.9,5153,1123,5274,161.4,173.5,34.8,30.9,46.3,84.6,85.0,1.36,-4.2,2.1,7.7,1.6,23.7,8,-11,1410.8
30,6i,Iron,04/04/2025 16:45:28,111.8,0.3,14.4,5100,500,5124,156.2,169.5,9.3,22.4,39.9,84.5,85.0,1.33,-3.1,1.6,1.7,2.5,22.5,0,-20,2358.6
31,6i,Iron,04/04/2025 16:45:54,116.3,2.2,18.2,4818,252,4825,165.5,179.3,11.9,30.5,45.6,83.9,85.0,1.38,-3.1,1.0,2.6,0.6,22.7,-11,-9,2227.4
32,6i,Iron,04/04/2025 16:47:23,116.3,-1.5,16.3,4133,-714,4194,169.6,184.2,-20.5,26.9,42.2,85.3,87.2,1.37,-3.5,0.7,-1.6,0.6,20.1,-16,-7,2381.4
33,6i,Iron,04/04/2025 16:47:48,109.6,2.7,15.2,4953,784,5015,152.8,166.4,20.7,22.4,40.1,83.8,85.0,1.32,-3.6,3.2,4.3,2.2,23.3,7,-20,2182.9
34,6i,Iron,04/04/2025 16:48:08,111.8,0.7,15.5,4657,629,4699,156.1,169.7,13.2,23.1,40.3,82.7,82.8,1.35,-4.6,0.6,2.0,0.0,21.1,11,-16,2118.1
35,6i,Iron,04/04/2025 16:48:27,116.3,-1.2,16.4,4153,-305,4164,167.8,182.4,-10.5,26.6,42.0,81.1,80.5,1.42,-3.2,1.2,-1.0,-0.2,20.6,3,-9,2007.1
36,6i,Iron,04/04/2025 16:48:51,114.1,1.0,15.3,4414,471,4439,160.8,175.2,12.2,23.7,40.2,82.7,82.8,1.37,-4.3,1.5,2.1,0.1,20.6,13,-13,2340.7
37,6i,Iron,04/04/2025 16:49:09,116.3,2.7,18.5,4264,29,4264,170.4,184.9,9.4,31.1,45.2,82.8,82.8,1.41,-2.7,2.4,2.7,0.3,22.9,-1,-8,2423.5
38,4h,Hybrid,04/04/2025 16:56:44,129.7,3.4,12.6,3793,225,3800,197.7,213.5,19.3,27.4,40.4,89.8,89.5,1.46,-3.1,1.6,4.3,0.9,20.4,-3,-3,2090.4
39,4h,Hybrid,04/04/2025 16:57:23,127.5,0.3,12.7,2909,10,2909,198.5,217.2,1.5,24.2,36.2,88.9,89.5,1.44,-3.1,-0.1,1.3,0.4,20.9,-1,2,2013.4
40,4h,Hybrid,04/04/2025 16:58:13,127.5,-1.3,11.1,3449,326,3464,189.4,207.3,4.7,21.6,35.3,89.9,89.5,1.41,-4.1,1.0,2.5,1.6,17.7,14,0,2101.4
41,4h,Hybrid,04/04/2025 16:58:46,118.6,-5.1,6.7,4318,522,4349,154.6,172.3,-6.1,11.3,25.2,88.5,87.2,1.34,-2.6,1.1,0.1,1.8,18.5,20,-12,2096.9
42,4h,Hybrid,04/04/2025 16:59:12,118.6,-1.4,10.0,4391,1317,4584,161.4,177.6,20.1,16.5,32.6,90.4,89.5,1.32,-4.6,0.8,3.0,1.9,17.2,26,-4,2213.7
43,4h,Hybrid,04/04/2025 16:59:47,132.0,-2.6,9.6,3048,-266,3060,200.8,220.6,-19.4,20.0,32.4,90.1,89.5,1.47,-4.3,-0.7,-1.6,0.1,16.0,0,1,2108.3
44,4h,Hybrid,04/04/2025 17:00:40,116.3,-0.9,10.6,4163,1170,4324,159.4,175.5,19.3,16.5,32.4,89.8,87.2,1.3,-2.8,1.5,3.5,2.0,18.8,27,-4,1896.1
