Shot Number,Club Name,Club Type,Shot Created Date,Ball Speed (mph),Push/Pull (deg L-/R+),Launch Angle (deg),Back Spin (rpm),Side Spin (rpm L-/R+),Total Spin (rpm),Carry (yds),Total Distance (yds),Offline (yds L-/R+),Peak Height (yds),Descent Angle (deg),Club Speed (mph),Club Speed at Impact Location (mph),Efficiency,Angle of Attack (deg),Club Path (deg out-in-/in-out+),Face to Target (deg closed-/open+),Lie (deg toe down-/toe up+),Loft (deg),Face Impact Horizontal (mm toe-/heel+),Face Impact Vertical (mm low-/high+),Closure Rate (deg/sec)
50,9i,Iron,04/01/2025 03:07:40,102.9,-0.5,24.8,6307,-729,6349,136.0,146.6,-9.9,32.3,50.1,80.6,80.5,1.28,-2.7,3.0,-1.3,-0.6,33.8,-3,-10,2683.5
51,9i,Iron,04/01/2025 03:07:58,100.7,-0.7,24.7,6888,-144,6890,132.0,141.7,-3.2,31.2,49.9,80.3,80.5,1.26,-3.0,1.0,-0.9,-0.4,34.3,4,-15,2419.2
1,2h,Hybrid,03/09/2025 00:33:14,85.0,-0.7,26.8,7802,204,7805,104.2,111.7,321.8,23.5,47.7,76.0,76.1,1.12,-2.7,1.9,-0.4,2.6,41.9,12,-20,1675.6
2,LW,Wedge,03/09/2025 00:33:35,87.2,1.0,29.2,8499,311,8505,106.0,108.6,3.7,27.5,51.1,76.9,76.1,1.14,-2.8,2.3,2.0,3.0,41.7,-1,-14,1475.9
3,PW,Wedge,03/09/2025 00:34:27,87.2,-0.6,29.5,6737,-553,6760,109.0,118.0,-5.6,27.7,50.1,75.6,78.3,1.16,-1.1,1.8,-6.4,1.4,43.5,-16,-2,1415.3
4,PW,Wedge,03/09/2025 00:34:49,91.7,-1.7,28.2,6798,-919,6860,113.9,123.0,-11.5,28.2,50.1,77.2,76.1,1.18,-2.5,2.5,-4.1,1.8,39.1,12,-12,1999.0
5,PW,Wedge,03/09/2025 00:35:12,91.7,0.3,28.4,8077,-211,8080,111.9,119.8,-0.9,28.9,51.1,76.8,78.3,1.18,-1.6,3.0,-0.8,1.2,40.8,-2,-14,2115.0
6,PW,Wedge,03/09/2025 00:35:40,89.5,-1.8,26.5,7685,-375,7694,111.7,119.7,-6.5,26.0,48.8,77.3,78.3,1.16,-2.8,2.3,-2.2,1.6,39.3,4,-17,1656.4
7,PW,Wedge,03/09/2025 00:36:04,91.7,-0.3,16.8,5533,493,5555,114.3,126.1,3.8,15.2,35.6,77.0,76.1,1.18,-2.8,3.5,1.2,2.2,40.0,15,-28,2622.0
8,PW,Wedge,03/09/2025 00:36:28,91.7,1.6,29.2,8280,260,8284,112.4,120.0,5.3,30.5,52.1,78.5,78.3,1.17,-3.0,1.8,0.8,1.4,41.7,1,-11,1955.5
9,PW,Wedge,03/09/2025 00:36:52,87.2,0.8,23.7,7369,618,7395,106.8,115.4,6.0,20.9,44.5,78.9,78.3,1.09,-3.9,3.9,2.4,2.3,40.2,18,-22,2243.8
10,PW,Wedge,03/09/2025 00:37:14,89.5,0.2,28.4,7564,-118,7565,111.4,119.6,-0.6,28.2,50.6,76.9,76.1,1.17,-2.7,2.7,0.1,1.3,39.9,7,-12,1709.9
11,8i,Iron,03/09/2025 00:38:34,102.9,0.9,22.8,5792,293,5799,139.2,150.5,6.4,29.8,47.9,80.1,80.5,1.29,-2.8,2.2,2.9,2.6,30.6,11,-15,1144.3
12,8i,Iron,03/09/2025 00:38:57,105.1,0.1,21.9,5776,-191,5779,141.3,152.7,-2.3,29.2,47.0,79.7,80.5,1.31,-1.7,2.7,-0.2,1.8,30.5,3,-18,1904.4
13,8i,Iron,03/09/2025 00:39:19,105.1,-0.5,21.5,5499,-240,5504,142.3,154.2,-4.8,28.7,46.7,78.6,78.3,1.33,-1.9,2.5,-0.5,2.0,28.3,6,-14,1965.7
14,8i,Iron,03/09/2025 00:39:57,107.4,-0.9,22.5,5625,-521,5649,146.5,158.0,-10.1,32.0,48.7,80.9,80.5,1.33,-1.4,2.7,-1.3,2.5,29.1,2,-14,2161.1
15,8i,Iron,03/09/2025 00:40:20,102.9,0.1,23.0,5646,-197,5649,139.5,150.8,-2.3,30.0,48.0,79.4,78.3,1.3,-2.0,1.7,-0.4,3.1,31.7,15,-11,1898.0
16,8i,Iron,03/09/2025 00:41:19,105.1,-1.2,21.9,4807,-995,4909,143.3,156.3,-18.7,28.4,46.1,79.9,0.0,1.3,0.3,2.9,0.0,0.0,0.0,0,0,0.0
17,8i,Iron,03/09/2025 00:41:39,105.1,1.7,22.1,5998,115,5999,140.8,152.1,6.0,29.9,47.8,80.7,80.5,1.3,-2.7,2.8,1.5,2.1,30.5,2,-15,3012.7
18,8i,Iron,03/09/2025 00:42:02,107.4,-1.1,22.8,5404,-472,5425,145.4,155.5,-9.0,31.6,48.4,79.6,80.5,1.34,-1.0,2.2,-1.9,1.3,30.6,4,-13,2102.3
19,8i,Iron,03/09/2025 00:42:25,100.7,2.2,23.5,5709,29,5709,136.7,147.9,6.1,29.8,48.2,80.3,78.3,1.27,-2.1,3.4,2.8,1.7,31.0,16,-13,2084.4
20,8i,Iron,03/09/2025 00:42:50,100.7,-3.5,20.1,3968,-1491,4239,137.5,151.4,-32.4,22.7,41.4,76.0,76.1,1.33,0.2,2.7,-5.0,1.1,23.3,2,-1,1918.5
21,PW,Wedge,03/09/2025 00:43:29,89.5,2.4,29.2,8157,456,8170,107.8,115.4,8.1,28.1,51.1,79.8,78.3,1.11,-3.4,3.3,3.2,2.3,42.6,16,-15,2014.6
22,6i,Iron,03/09/2025 00:44:21,109.6,0.6,17.4,4440,201,4445,156.7,170.4,5.5,25.6,42.3,84.3,0.0,1.31,-0.8,3.3,0.0,0.0,0.0,0,0,0.0
23,6i,Iron,03/09/2025 00:44:40,114.1,-0.7,17.8,3854,74,3855,169.1,183.7,0.4,28.4,43.1,82.0,0.0,1.4,-0.3,0.5,0.0,0.0,0.0,0,0,0.0
24,6i,Iron,03/09/2025 00:45:04,109.6,0.5,16.0,4426,340,4439,156.2,170.2,7.7,23.4,40.3,84.2,0.0,1.31,-1.4,2.9,0.0,0.0,0.0,0,0,0.0
25,6i,Iron,03/09/2025 00:45:27,114.1,-0.7,20.2,4174,-51,4174,166.0,180.7,-3.3,32.2,46.3,83.1,0.0,1.37,0.0,1.3,0.0,0.0,0.0,0,0,0.0
26,6i,Iron,03/09/2025 00:48:49,116.3,1.5,18.4,4549,31,4549,166.9,180.9,5.5,30.5,45.4,83.2,82.8,1.39,-1.9,2.5,0.4,3.0,23.2,6,-12,2918.6
27,6i,Iron,03/09/2025 00:49:11,116.3,-1.5,18.3,4081,-486,4110,171.6,186.4,-16.3,30.7,44.8,82.3,82.8,1.42,-1.2,1.2,-1.3,2.4,21.9,-4,-9,1723.1
28,6i,Iron,03/09/2025 00:49:33,107.4,2.5,17.9,4366,543,4400,150.0,163.7,16.7,24.1,41.5,82.0,80.5,1.3,-1.1,3.2,4.8,1.8,22.3,18,-16,1119.9
29,6i,Iron,03/09/2025 00:49:53,111.8,-1.3,16.4,2696,-657,2775,164.5,183.0,-22.4,21.8,36.1,77.9,0.0,1.42,1.9,1.6,0.0,0.0,0.0,0,0,0.0
30,6i,Iron,03/09/2025 00:50:13,111.8,1.5,19.8,4239,207,4244,162.2,176.4,8.8,30.4,45.5,81.2,80.5,1.38,-1.2,1.9,2.6,2.6,24.0,13,-11,1714.8
31,6i,Iron,03/09/2025 00:50:36,116.3,0.2,18.1,3886,-429,3910,173.2,189.0,-9.9,30.3,44.2,82.4,82.8,1.42,-1.8,2.0,-0.5,2.1,21.1,1,-7,2175.2
32,Dr,Driver,03/09/2025 00:51:37,134.2,-0.9,14.6,3137,-131,3140,212.9,231.6,-8.8,32.3,42.1,94.5,94.0,1.42,7.2,3.2,0.3,8.6,23.0,8,-13,1866.0
33,Dr,Driver,03/09/2025 00:52:06,132.0,-3.4,17.2,2239,-43,2239,223.4,245.3,-16.7,34.5,41.2,96.0,94.0,1.38,5.6,2.6,0.2,7.1,21.1,15,10,1862.8
34,Dr,Driver,03/09/2025 00:52:34,134.2,-1.4,18.0,2317,-182,2324,223.4,244.3,-15.1,36.8,42.9,95.9,96.2,1.39,4.7,1.8,0.6,6.8,19.2,6,16,1592.8
35,Dr,Driver,03/09/2025 00:53:04,134.2,-2.9,12.2,3284,322,3300,208.0,225.6,0.2,27.2,39.0,98.7,98.4,1.36,4.8,3.3,1.0,7.3,20.8,19,-12,2262.6
36,Dr,Driver,03/09/2025 00:53:47,134.2,-1.4,15.0,2395,-150,2400,224.3,245.4,-13.3,31.4,39.5,94.1,94.0,1.44,5.9,3.2,0.6,5.9,20.3,10,-2,1847.9
37,Dr,Driver,03/09/2025 00:54:13,140.9,-1.8,11.9,2305,-665,2399,229.9,252.1,-40.4,25.8,34.8,98.7,98.4,1.44,3.7,3.0,-0.5,7.7,17.2,4,-1,1683.1
38,Dr,Driver,03/09/2025 00:55:11,138.7,-0.6,11.8,2299,-650,2389,224.5,246.7,-33.1,24.6,34.0,95.9,96.2,1.46,6.1,3.9,-0.6,8.3,17.7,1,-7,1818.2
39,Dr,Driver,03/09/2025 00:55:40,138.7,-3.9,10.7,2166,-771,2299,217.1,241.9,-51.5,20.4,30.2,97.5,96.2,1.42,5.3,3.6,-1.8,8.3,15.5,14,-4,1689.3
40,Dr,Driver,03/09/2025 00:56:08,136.5,-1.1,14.6,1202,-946,1530,213.4,243.2,-54.8,20.9,28.1,96.1,96.2,1.43,4.9,3.8,-1.3,7.3,17.4,2,12,1627.5
41,Dr,Driver,03/09/2025 00:56:34,140.9,3.6,15.1,1671,-1024,1960,227.6,253.2,-39.7,27.1,34.6,95.6,96.2,1.47,7.3,6.4,1.2,8.1,19.7,-5,3,1536.4
42,Dr,Driver,03/09/2025 00:57:03,136.5,3.7,17.8,3084,433,3114,219.1,237.4,33.2,40.8,46.6,96.9,96.2,1.42,4.4,4.2,6.2,7.2,23.2,4,4,1406.3
43,4h,Hybrid,03/09/2025 00:59:07,127.5,1.9,11.1,4724,-49,4724,184.2,198.7,5.4,24.5,39.8,89.5,89.5,1.43,-0.5,2.9,3.3,2.6,20.7,-4,-11,1691.0
44,4h,Hybrid,03/09/2025 00:59:31,125.3,2.0,12.6,1889,-574,1974,193.1,217.6,-16.5,18.5,28.7,82.5,0.0,1.52,1.1,4.0,0.0,0.0,0.0,0,0,0.0
45,4h,Hybrid,03/09/2025 00:59:59,127.5,-0.1,9.0,3982,-369,3999,182.9,199.8,-9.7,18.8,33.5,88.4,89.5,1.44,-0.4,5.0,1.7,2.7,18.0,4,-10,1795.4
46,4h,Hybrid,03/09/2025 01:00:46,125.3,0.2,11.8,4291,262,4299,183.5,198.7,7.1,24.2,39.1,89.3,89.5,1.41,0.0,3.9,3.7,3.8,18.6,13,-7,1824.6
47,4h,Hybrid,03/09/2025 01:02:23,129.7,0.9,11.5,4767,408,4784,187.2,200.0,12.3,25.9,40.9,91.0,94.0,1.42,-0.5,2.3,2.4,3.0,24.0,4,-13,2087.4
48,4h,Hybrid,03/09/2025 01:02:43,127.5,-0.8,12.4,1952,-657,2060,196.4,220.7,-30.7,19.0,29.2,85.3,0.0,1.49,0.6,3.0,0.0,0.0,0.0,0,0,0.0
49,4h,Hybrid,03/09/2025 01:03:26,125.3,-2.6,12.4,3153,-448,3185,189.4,207.9,-23.4,22.8,36.0,89.3,89.5,1.4,0.6,3.4,0.7,4.5,24.2,16,-2,1534.5
50,4h,Hybrid,03/09/2025 01:03:44,129.7,-0.8,11.1,2943,-717,3029,198.2,217.9,-27.6,21.6,34.0,88.8,89.5,1.47,0.0,4.3,0.4,2.6,17.5,4,-3,1857.7
51,4h,Hybrid,03/09/2025 01:04:02,125.3,3.0,9.3,4996,944,5084,173.5,187.8,28.3,19.5,36.0,89.8,89.5,1.4,-1.3,4.8,6.7,3.6,21.1,8,-14,1836.6
52,4h,Hybrid,03/09/2025 01:04:42,129.7,3.1,14.5,3624,-31,3624,198.4,215.5,10.9,30.6,42.5,84.6,0.0,1.53,1.3,3.0,0.0,0.0,0.0,0,0,0.0
53,3w,FW,03/09/2025 01:09:11,138.7,4.5,11.5,3846,-248,3854,209.2,225.0,9.9,28.8,41.0,95.3,96.2,1.44,1.8,2.8,2.6,0.6,24.3,-10,-11,2153.1
54,3w,FW,03/09/2025 01:09:31,127.5,0.1,10.9,1012,-967,1400,158.9,193.4,-33.0,10.0,17.7,87.3,0.0,1.45,4.5,3.7,0.0,0.0,0.0,0,0,0.0
55,3w,FW,03/09/2025 01:09:59,127.5,0.1,10.9,1012,-967,1400,10.3,193.4,-6.4,10.0,3.7,95.5,94.0,1.11,0.2,3.3,3.1,0.2,21.8,17,-43,2262.5
56,3w,FW,03/09/2025 01:10:20,129.7,-3.0,8.7,3184,194,3190,193.2,212.9,-5.2,17.8,30.7,94.8,94.0,1.37,1.9,2.8,3.0,-0.1,23.5,20,-13,2181.1
57,3w,FW,03/09/2025 01:10:38,120.8,1.5,10.4,807,-631,1024,139.2,178.2,-15.3,7.7,14.8,83.7,85.0,1.44,5.0,4.4,-13.0,3.3,54.2,-3,-21,2095.2
58,3w,FW,03/09/2025 01:11:15,136.5,2.5,10.0,3431,-403,3455,207.1,224.8,-3.4,23.6,36.3,94.2,94.0,1.45,0.9,3.6,2.3,0.7,21.9,-1,-11,1988.0
59,3w,FW,03/09/2025 01:11:37,127.5,-5.0,11.4,2839,-24,2839,195.6,215.1,-19.7,21.2,33.6,96.1,94.0,1.33,1.4,2.3,0.6,0.6,20.9,27,-3,1621.2
60,3w,FW,03/09/2025 01:11:52,85.0,-12.7,8.6,1844,-1056,2125,68.7,94.8,-29.6,3.1,12.0,94.6,91.7,0.9,-0.2,3.4,3.1,1.5,22.1,42,-47,1994.2
61,3w,FW,03/09/2025 01:12:13,125.3,-1.8,12.0,1479,-671,1624,183.9,213.9,-35.6,14.9,23.8,89.5,89.5,1.4,2.9,3.7,0.3,0.6,25.6,11,-1,1645.9
62,3w,FW,03/09/2025 01:12:31,134.2,0.3,10.5,2997,120,2999,207.1,226.3,5.7,22.6,34.3,95.1,94.0,1.41,0.8,5.2,4.8,-0.3,21.5,15,-8,1807.5
63,5i,Iron,03/09/2025 01:17:51,116.3,3.5,16.2,4410,354,4424,167.6,181.8,18.5,26.9,42.5,84.8,85.0,1.37,-1.2,2.8,3.6,4.5,21.6,-1,-16,2381.0
64,5i,Iron,03/09/2025 01:18:08,116.3,-1.5,14.8,2708,-650,2785,175.9,195.1,-25.0,22.0,35.4,81.6,82.8,1.43,-0.6,1.3,-3.7,1.9,18.9,-1,-2,2293.2
65,5i,Iron,03/09/2025 01:18:33,118.6,-0.2,14.4,2733,-606,2799,179.6,198.5,-19.5,22.2,35.4,84.0,82.8,1.41,-1.5,3.2,-2.5,2.2,19.3,3,-1,2059.5
66,5i,Iron,03/09/2025 01:18:54,111.8,2.6,10.6,3795,676,3855,154.0,171.1,21.1,15.0,30.2,82.7,82.8,1.36,-3.1,1.8,0.2,2.2,19.2,-3,-19,2965.0
67,5i,Iron,03/09/2025 01:19:10,116.3,0.5,15.8,3931,261,3940,170.6,185.8,7.8,26.0,41.1,83.2,82.8,1.4,-1.4,1.5,-0.1,2.9,20.9,6,-12,2201.3
68,5i,Iron,03/09/2025 01:19:32,120.8,0.6,15.1,3959,353,3975,177.5,192.8,10.7,26.9,41.4,84.0,82.8,1.43,-2.9,0.1,-1.6,2.2,20.3,6,-8,2454.4
69,5i,Iron,03/09/2025 01:19:49,102.9,7.8,12.1,3372,1908,3874,124.9,141.5,44.8,11.2,26.6,83.3,82.8,1.23,-1.8,2.2,-0.3,3.4,19.8,21,-15,2596.4
70,5i,Iron,03/09/2025 01:20:11,118.6,3.0,17.6,4139,464,4165,173.6,188.8,20.9,30.4,44.5,84.6,85.0,1.4,-1.6,2.3,2.1,3.8,22.4,7,-8,2322.2
71,5i,Iron,03/09/2025 01:20:25,105.1,-1.8,12.0,1629,-787,1809,134.9,151.7,-21.3,10.1,21.1,80.7,80.5,1.31,-1.1,1.4,-5.0,3.3,20.9,-5,4,2330.2
72,5i,Iron,03/09/2025 01:20:45,116.3,0.7,14.7,3797,-125,3799,171.9,187.7,-0.8,24.3,39.3,84.3,85.0,1.39,-1.1,2.9,-0.7,3.3,20.3,8,-14,2204.4
73,5i,Iron,03/09/2025 01:22:03,116.3,1.4,15.7,4279,216,4284,169.4,183.9,9.3,26.4,41.8,84.4,85.0,1.39,-1.9,1.7,1.2,3.3,20.9,-1,-14,2012.4
74,3w,FW,03/09/2025 01:23:12,123.0,-0.9,10.8,1285,-553,1399,168.2,200.1,-24.6,11.2,19.3,86.3,87.2,1.42,4.5,2.7,-9.7,2.4,49.1,2,-19,1923.0
75,6i,Iron,03/09/2025 01:23:52,102.9,2.7,14.6,4388,876,4475,138.8,153.6,20.5,17.3,35.2,83.9,82.8,1.23,-1.9,3.4,2.7,3.1,23.9,21,-21,2003.5
76,6i,Iron,03/09/2025 01:24:09,111.8,-0.5,12.2,4295,-195,4299,153.5,169.0,-5.1,17.7,34.3,83.5,85.0,1.33,-1.3,3.8,-1.2,4.9,22.2,2,-23,2001.0
77,6i,Iron,03/09/2025 01:24:25,116.3,-0.8,16.5,3978,-411,3999,169.5,185.2,-12.1,26.9,42.0,81.2,80.5,1.43,-1.8,2.0,-3.5,1.7,21.2,2,-12,2799.1
78,6i,Iron,03/09/2025 01:24:42,114.1,0.5,17.5,3647,-235,3655,168.2,183.7,-4.1,27.0,41.8,82.0,80.5,1.39,-1.8,1.9,-2.3,2.5,22.3,11,-5,2664.2
79,6i,Iron,03/09/2025 01:25:22,111.8,3.0,19.6,4715,646,4759,160.0,173.8,21.4,30.6,46.2,85.1,85.0,1.33,-1.9,2.3,4.0,2.7,25.4,16,-12,1936.2
80,6i,Iron,03/09/2025 01:25:40,116.3,-1.6,16.6,3287,-644,3349,174.2,190.9,-22.6,26.2,40.3,82.0,82.8,1.42,-1.7,0.9,-5.6,1.9,22.3,2,-5,2612.4
81,6i,Iron,03/09/2025 01:26:01,114.1,-1.9,16.5,3274,-577,3324,167.0,183.6,-20.5,24.1,39.0,82.4,82.8,1.37,-1.6,1.5,-4.5,2.5,24.7,5,-3,1902.2
82,6i,Iron,03/09/2025 01:26:21,111.8,1.1,17.2,4509,55,4509,159.9,173.5,4.5,26.4,42.8,83.2,82.8,1.35,-2.6,2.3,0.7,3.2,22.7,14,-15,2227.7
83,6i,Iron,03/09/2025 01:26:39,114.1,1.2,17.4,4324,22,4324,165.8,180.5,4.2,28.1,43.5,82.8,82.8,1.38,-2.3,3.4,1.7,2.5,22.7,7,-14,1889.4
84,6i,Iron,03/09/2025 01:27:52,114.1,-0.5,19.0,4374,-15,4374,163.7,177.6,-1.9,30.0,45.1,83.4,82.8,1.36,-0.4,2.2,-0.5,2.4,24.2,6,-16,2034.8
85,7i,Iron,03/09/2025 01:47:00,105.1,3.4,20.7,5659,584,5689,141.0,153.0,17.0,27.4,45.9,80.0,80.5,1.3,-1.9,2.7,3.5,3.5,29.5,1,-15,1841.4
86,7i,Iron,03/09/2025 01:47:18,105.1,-2.0,19.0,4107,-687,4164,149.0,163.4,-18.1,24.8,42.1,80.8,0.0,1.31,-0.3,2.2,0.0,0.0,0.0,0,0,0.0
87,7i,Iron,03/09/2025 01:47:34,107.4,2.7,21.5,5038,-123,5040,149.4,162.2,5.9,30.4,47.0,78.6,78.3,1.37,-0.2,3.0,-0.9,1.9,31.9,0,-6,1446.6
88,7i,Iron,03/09/2025 01:47:54,100.7,-1.2,17.5,3187,-1210,3409,138.6,155.0,-25.4,18.7,35.8,76.5,0.0,1.32,4.3,3.0,0.0,0.0,0.0,0,0,0.0
89,7i,Iron,03/09/2025 01:48:11,107.4,2.8,21.5,5568,595,5600,147.4,159.1,16.7,30.7,47.7,84.0,0.0,1.28,-1.0,1.3,0.0,0.0,0.0,0,0,0.0
90,7i,Iron,03/09/2025 01:48:30,111.8,0.3,19.6,4873,-127,4875,156.6,169.8,-1.3,29.7,45.8,83.6,0.0,1.33,-1.9,1.7,0.0,0.0,0.0,0,0,0.0
91,7i,Iron,03/09/2025 01:50:00,100.7,0.5,18.6,5300,398,5315,135.9,148.0,6.6,22.5,41.8,81.6,80.5,1.24,-2.5,1.7,1.9,2.7,28.1,17,-20,1988.6
92,7i,Iron,03/09/2025 01:50:15,94.0,8.9,18.0,5341,2710,5989,116.5,127.3,43.3,16.6,37.5,82.3,80.5,1.14,-3.0,2.0,3.9,2.4,29.5,22,-19,1890.2
93,7i,Iron,03/09/2025 01:50:39,109.6,0.0,21.6,4972,-356,4985,154.8,167.4,-6.2,32.5,48.0,81.6,80.5,1.36,0.3,2.2,-0.2,1.8,29.1,5,-11,2283.5
94,7i,Iron,03/09/2025 01:50:57,91.7,11.4,14.5,4529,3327,5620,104.4,114.7,46.2,10.8,28.7,82.8,82.8,1.11,-1.9,2.6,3.8,2.7,29.4,24,-22,1906.6
95,7i,Iron,03/09/2025 01:51:19,107.4,-0.4,19.9,4969,-26,4969,151.5,164.4,1.6,28.7,45.6,79.3,80.5,1.37,-1.8,0.8,-1.9,-0.1,27.0,0,-13,2349.2
96,7i,Iron,03/09/2025 01:51:38,105.1,2.3,21.0,5149,687,5195,145.9,158.7,16.8,28.6,46.2,81.4,80.5,1.3,-2.8,0.8,1.6,0.9,31.1,4,-6,2104.4
97,7i,Iron,03/09/2025 01:51:55,105.1,-1.8,18.4,3923,-826,4009,148.5,163.0,-20.4,23.5,40.8,78.8,78.3,1.34,-0.9,1.1,-6.6,1.1,30.2,1,-5,2364.5
98,7i,Iron,03/09/2025 01:52:09,96.2,7.1,21.5,5754,2490,6270,124.2,135.2,41.3,22.7,44.0,81.6,80.5,1.19,-3.3,0.4,5.9,1.6,31.0,21,-15,1944.9
99,7i,Iron,03/09/2025 01:52:36,105.1,0.8,21.8,5386,642,5424,143.1,155.1,11.4,29.2,47.0,81.3,80.5,1.29,-2.1,0.4,2.5,1.4,29.5,15,-13,2142.3
100,9i,Iron,03/09/2025 01:53:21,96.2,0.6,27.7,6843,131,6844,124.0,133.3,2.6,32.1,51.4,78.8,78.3,1.23,-2.1,0.8,-0.6,2.0,35.7,1,-10,1889.4
101,9i,Iron,03/09/2025 01:53:42,94.0,0.3,26.4,6562,309,6569,122.0,131.9,3.7,29.0,49.5,79.2,78.3,1.2,-3.0,1.5,1.4,3.1,38.0,15,-16,2207.6
102,9i,Iron,03/09/2025 01:54:02,96.2,0.5,27.0,6629,-57,6629,125.3,135.0,0.6,31.4,50.7,79.2,80.5,1.23,-1.3,1.7,-3.4,2.2,37.7,-9,-5,2055.4
103,9i,Iron,03/09/2025 01:54:23,94.0,-2.3,24.1,4900,-1041,5009,124.1,135.7,-17.9,24.8,45.4,75.2,76.1,1.25,-1.0,2.4,-7.0,1.0,38.4,-6,-2,2066.8
104,9i,Iron,03/09/2025 01:54:41,89.5,1.5,23.9,7113,1292,7229,111.9,120.6,13.0,22.6,45.6,78.4,78.3,1.14,-3.5,1.4,4.4,2.0,37.2,17,-23,1868.8
105,9i,Iron,03/09/2025 01:54:58,98.4,0.2,26.8,6179,-442,6195,128.2,138.4,-4.3,31.7,50.6,78.7,78.3,1.25,-0.7,1.3,-3.2,2.0,39.5,2,8,2124.0
106,9i,Iron,03/09/2025 01:55:21,96.2,1.6,25.6,7157,563,7179,122.7,132.0,8.9,28.9,49.5,80.4,80.5,1.19,-3.5,1.9,2.6,2.4,36.4,12,-18,1975.2
107,9i,Iron,03/09/2025 01:55:46,100.7,1.5,26.4,7288,407,7299,127.7,136.8,7.6,32.5,51.3,81.4,80.5,1.23,-2.2,2.2,1.4,1.3,35.6,0,-16,2031.2
108,9i,Iron,03/09/2025 01:56:16,96.2,1.7,27.9,7283,624,7310,121.3,130.0,9.6,31.7,51.6,79.6,80.5,1.21,-2.2,1.2,3.0,1.9,37.9,8,-15,1848.0
109,9i,Iron,03/09/2025 01:56:34,96.2,0.7,18.7,6488,819,6539,124.1,134.5,9.4,20.3,41.4,78.9,80.5,1.22,-3.2,2.0,1.9,2.5,36.5,5,-27,2402.2
110,9i,Iron,03/09/2025 01:56:54,96.2,1.7,26.3,7320,601,7345,122.3,131.2,9.5,29.9,50.3,78.8,78.3,1.22,-2.7,1.4,2.7,1.7,38.5,3,-17,2238.2
111,5i,Iron,03/09/2025 01:57:30,118.6,1.4,17.7,4280,194,4284,171.6,186.2,9.1,30.3,44.7,84.7,85.0,1.39,-0.5,1.8,1.0,2.7,23.0,-6,-13,2329.0
112,5i,Iron,03/09/2025 01:57:51,116.3,3.2,16.4,4502,1056,4624,164.3,178.3,30.7,26.5,42.7,85.5,85.0,1.35,-1.7,1.6,3.6,2.1,22.2,6,-15,2319.0
113,5i,Iron,03/09/2025 01:58:07,118.6,1.3,17.4,4177,557,4214,174.6,189.3,17.4,30.4,44.5,84.8,85.0,1.41,-1.9,-0.5,0.0,3.1,21.7,8,-8,2646.3
114,5i,Iron,03/09/2025 01:58:27,118.6,-1.2,16.4,3821,-153,3824,177.7,193.0,-8.1,28.6,42.5,83.8,85.0,1.43,-0.8,-0.4,-6.3,3.1,20.6,-1,-12,2986.0
1,7i,Iron,03/21/2025 16:41:35,96.2,0.5,19.8,3835,-477,3865,131.6,146.2,-6.1,20.4,39.0,78.4,80.5,1.22,-0.4,2.3,-2.7,0.6,33.2,-20,-2,1628.0
2,7i,Iron,03/21/2025 16:41:58,109.6,2.4,21.8,5494,-239,5499,152.4,160.6,3.2,32.6,48.3,81.1,80.5,1.36,-0.6,3.6,2.5,0.1,29.2,-2,-13,1709.6
